Tier,Score,Name,Rating,Federation,Key Factors,AI Summary
"A",48,"Yakubboev, Nodirbek",2691,"UZB","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the research, Nodirbek Yakubboev is an active international chess grandmaster (rated 2691, ranked #36 globally) who regularly participates in open tournaments worldwide, including recent events like the Prague Chess Festival Challengers 2025, Tata Steel Chess Tournament, and FIDE World Championships. Given his global tournament activity and willingness to travel internationally for chess events, he would be a realistic candidate to attend an open tournament in Honduras in Feb/March 2026, though no specific 2026 commitments were found in the search results. His active status and pattern of participating in various international opens suggests he would likely consider such an invitation if the tournament offers appropriate conditions and prize fund."
"A",48,"Wojtaszek, Radoslaw",2667,"POL","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the research, Radoslaw Wojtaszek is an active grandmaster who regularly competes in international open tournaments and festivals, having recently participated in events like World Rapid 2025, Bundesliga 2025-26, and won major tournaments in Germany and Switzerland. His global tournament participation pattern and current activity level suggest he could potentially attend an open tournament in Honduras, though no specific 2026 commitments or previous Central American tournament history were found in the search results. As a strong player rated 2667 with a history of international travel for chess events, his attendance would depend on scheduling and tournament conditions rather than any apparent restrictions on his tournament participation."
"A",48,"Vitiugov, Nikita",2663,"ENG","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the research, Nikita Vitiugov is an active grandmaster (rated 2663) who regularly participates in major international tournaments including the FIDE World Cup, London Classic Elite, and Bundesliga events, indicating he maintains a high level of competitive activity and travels globally for chess. However, the search results show he typically plays in prestigious elite tournaments rather than open events, and there are no indications he has previously competed in Central or South American tournaments. Given his apparent focus on high-level elite competitions and existing commitment to Bundesliga 2025-26, his attendance at an open tournament in Honduras would be unlikely unless there were exceptional circumstances or significant appearance fees."
"A",48,"Anton Guijarro, David",2662,"ESP","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the research, David Antón Guijarro appears to be an active grandmaster who regularly participates in high-profile open tournaments, including international events like the Tata Steel Masters and tournaments in diverse locations such as Abu Dhabi, indicating a willingness to travel globally for chess competitions. However, as a 2662-rated Spanish champion who typically plays in prestigious tournaments, his participation in a Honduran open tournament would likely depend on factors such as prize fund, tournament strength, and scheduling conflicts, which cannot be determined from the available information. There are no known commitments or conflicts identified for February/March 2026 that would prevent his participation."
"A",46,"Nihal Sarin",2716,"IND","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Strong GM (2700-2749) - good fit for prize pool","Based on the search results, Nihal Sarin is highly active in international open tournaments, having won the President Cup in Tashkent and placed first at the Tashkent Open in 2025, demonstrating a pattern of competing in open events globally including in less common locations like Uzbekistan and Iceland. However, the search results indicate he won the Tata Steel Chess India Rapid section in 2026, which could potentially create scheduling conflicts with a February/March 2026 tournament in Honduras, though the exact dates of his commitments are not specified. His established pattern of international travel and regular participation in open tournaments suggests he would be a plausible participant if his schedule permits."
"A",46,"Aravindh, Chithambaram VR.",2700,"IND","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Strong GM (2700-2749) - good fit for prize pool","Based on the search results, Aravindh Chithambaram VR is an active grandmaster (rated 2700, ranked #32 globally) who regularly competes in international open tournaments and has demonstrated a willingness to travel globally, with recent victories in Chennai, Prague, and participation in events like the Biel Chess Festival. However, there is no information about his 2026 schedule or any previous tournament activity in Central America or similar regions. While his active status and international tournament participation suggest he could potentially attend such an event, there are no specific indicators pointing toward likelihood of participation in Honduras specifically."
"A",46,"Tabatabaei, M. Amin",2700,"IRI","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Strong GM (2700-2749) - good fit for prize pool","Based on the research, M. Amin Tabatabaei is an active Iranian grandmaster (rated 2700) who regularly participates in open tournaments including the 2025 FIDE Grand Swiss and won the 2019 Biel Master Open, indicating he does play open events. He has a global travel pattern through multiple Chess Olympiad representations and international tournament participation, suggesting he is willing to travel internationally for chess events. However, no information was found about previous play in the Americas or Central America specifically, making it uncertain whether he would attend a tournament in Honduras, though his active status and open tournament participation suggest it's not impossible."
"A",46,"Eljanov, Pavel",2649,"UKR","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the research, Pavel Eljanov is an active Ukrainian grandmaster (rated 2656) who regularly participates in open tournaments including the Reykjavik Open and has competed globally in events like the Jerusalem Masters and London Chess Classic. Given his consistent tournament activity through 2024-2025 and history of traveling internationally for open events, he would be a plausible candidate to attend an open tournament in Honduras in Feb/March 2026, though no specific commitments for that period were found in the search results."
"A",46,"Svane, Frederik",2649,"GER","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the search results, Frederik Svane appears to be an active competitive player who participates in international tournaments including the FIDE World Cup, Chess Olympiad, and events in Uzbekistan, suggesting he travels globally for chess. However, the research shows he typically plays in high-level invited tournaments and leagues like the German Bundesliga rather than open tournaments, and there's no evidence of him playing in Central American events. While his international activity level suggests travel willingness, an open tournament in Honduras would be atypical for his usual tournament pattern of major FIDE events and team competitions."
"A",46,"Karthikeyan, Murali",2648,"IND","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the search results, Karthikeyan Murali appears to have a moderate to high likelihood of attending an open tournament in Honduras. He is an active grandmaster who regularly participates in international open tournaments including events in Spain (Menorca Open) and has recent activity in 2024-2025 with scheduled tournaments, indicating he travels globally for chess competitions. However, no information was found about his 2026 schedule or any previous tournament activity in the Americas, making it difficult to assess potential scheduling conflicts or his specific interest in Central American events."
"A",46,"Theodorou, Nikolas",2648,"GRE","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the research, Nikolas Theodorou is an active grandmaster who regularly participates in international tournaments including opens, team events, and prestigious tours across Europe, with confirmed activity through 2026 including the German Bundesliga. However, there is no evidence of him having played in the Americas region, and his tournament pattern appears focused on European events and major international competitions. While theoretically possible given his active status and willingness to travel internationally, an open tournament in Honduras would represent a significant departure from his established geographical tournament patterns."
"A",46,"Gurel, Ediz",2645,"TUR","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the search results, Ediz Gurel is a highly active 17-year-old Turkish GM who regularly participates in major international tournaments including World Championships and FIDE events, indicating he travels globally for chess competitions. However, his tournament pattern appears focused on elite-level events rather than typical open tournaments, and there's no evidence of him playing in Central American events or smaller regional opens. While his high activity level suggests he could potentially attend, his focus on prestigious international competitions makes attendance at a Honduran open tournament unlikely unless it offers significant prize money or rating opportunities."
"A",46,"Vokhidov, Shamsiddin",2644,"UZB","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the research, Shamsiddin Vokhidov is an active 24-year-old Uzbekistani grandmaster (rated 2644, world #77) who regularly participates in international open tournaments, including recent events like the 2025 UzChess Cup Masters and FIDE World Championships. Given his consistent activity in global tournaments and willingness to travel internationally for chess events, he would be a plausible candidate to attend an open tournament in Honduras in Feb/March 2026. However, no specific 2026 commitments were found in the search results that would indicate conflicts with those dates."
"A",46,"Safarli, Eltaj",2644,"AZE","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the research, Eltaj Safarli appears to be an active grandmaster who regularly participates in international open tournaments, having competed in events like the Reykjavik Open and various Masters tournaments across multiple countries including Indonesia, Iceland, and the UAE. His consistent travel to diverse global locations and participation in open-format events suggests he would be a reasonable candidate to attend an open tournament in Honduras. However, no specific information about his 2026 schedule or previous activity in Central America was found in the search results."
"A",46,"Vallejo Pons, Francisco",2644,"ESP","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the research, Francisco Vallejo Pons is an active grandmaster (rated 2644, ranked #77 globally) who regularly competes in international tournaments including Chess Olympiads and other prestigious events, indicating he does travel globally for chess competitions. However, his typical tournament pattern appears to focus on higher-level events like the Karpov International and national team competitions rather than open tournaments, and there's no evidence of him previously competing in Central America or similar regional open events. While possible given his active status, it would be somewhat unusual based on his established tournament preferences and travel history."
"A",46,"Lu, Shanglei",2643,"CHN","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the search results, Lu Shanglei is an active Chinese GM who regularly participates in open tournaments like the Reykjavik Open and Isle of Man International, and has competed globally in FIDE championships and blitz events. Given his pattern of traveling internationally for tournaments and his consistent activity (including recent participation in 2024-2025 events), he could potentially attend an open tournament in Honduras, though no specific 2026 commitments or Central American tournament history were found in the research. His active status and willingness to compete in various international opens suggests moderate possibility, depending on tournament strength and scheduling."
"A",46,"Artemiev, Vladislav",2641,"RUS","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the research, Artemiev appears to be an active grandmaster who regularly participates in open tournaments internationally, including events like the Qatar Masters Open and various championships across different countries. Given his global travel pattern for tournaments and consistent activity in 2024-2025, he would likely be a viable candidate for an open tournament in Honduras, though no specific 2026 commitments or previous Central American tournament history were found in the search results. His participation would depend on factors like tournament strength, prize fund, and scheduling conflicts with other events."
"A",46,"Sadhwani, Raunak",2638,"IND","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the search results, Raunak Sadhwani is an active grandmaster (rated 2638) who regularly participates in international tournaments including opens like the London Chess Classic and Grand Chess Tour events, demonstrating a willingness to travel globally for chess competitions. However, there is no specific information about his 2026 schedule or previous tournament activity in Central America, making it impossible to determine his likelihood of attending a tournament in Honduras. His active status and participation in international opens suggests it would be within his typical tournament patterns, but without knowledge of scheduling conflicts or regional preferences, the probability remains uncertain."
"A",46,"Salem, A.R. Saleh",2635,"UAE","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the research, Salem A.R. Saleh appears to be an active international competitor who regularly participates in FIDE events and international tournaments, as evidenced by his recent participation in the 2025 World Championships and securing spots in prestigious events like the Biel International Chess Festival. However, the search results primarily show his involvement in high-level invitation-only tournaments and FIDE events rather than open tournaments, and there is no specific information about his travel to Central America or participation in open events in that region. Given his global tournament activity and current world ranking of #87, attendance would likely depend on factors not covered in the available research, such as appearance fees, tournament strength, and his 2026 schedule commitments."
"A",46,"Kollars, Dmitrij",2630,"GER","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the research, Dmitrij Kollars is an active German grandmaster who regularly participates in major international tournaments including FIDE Grand Swiss, European Championships, and World Chess Cup events, demonstrating a willingness to travel globally for competition. However, there is no evidence in the search results of him playing in open tournaments or traveling to Central America, as his documented activity focuses on high-level closed events and championships. Given his apparent preference for prestigious tournaments over open events and no indicated connection to Honduras or the region, his attendance at an open tournament in Honduras would be unlikely without specific appearance fees or special circumstances."
"A",45,"Esipenko, Andrey",2698,"RUS","🎯 Has Chess960 experience; 🎯 Extensive Chess960 history; ✅ Regularly plays opens; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the search results, Andrey Esipenko is currently active and regularly participates in open tournaments, having competed in the 2025 Aeroflot Open (placing third) and 2025 FIDE Grand Swiss, indicating he does play in open format events. However, the search results provide no information about his travel patterns to the Americas or smaller international tournaments, and there are no known commitments for 2026. While his participation in open tournaments suggests it's theoretically possible, there is insufficient data to assess the likelihood of him traveling to Honduras specifically for a tournament."
"A",45,"Sarana, Alexey",2686,"SRB","🎯 Has Chess960 experience; 🎯 Extensive Chess960 history; ✅ Regularly plays opens; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the search results, Alexey Sarana is an active grandmaster who regularly participates in open tournaments, having won the Aktobe Open Masters in 2025 and placed 5th in the grenke Freestyle Chess Open in April 2025. However, the search results provide no information about his historical travel patterns to the Americas or Central America specifically, making it difficult to assess his likelihood of traveling to Honduras. While his active tournament schedule suggests he seeks competitive opportunities, the lack of data on his geographic travel range and any previous participation in Latin American events makes predicting his attendance at a Honduran tournament speculative."
"A",44,"Pranesh M",2628,"IND","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌎 Has played in Americas; 📺 Content creator - event is good content","Based on the search results, Pranesh M is an active 20-year-old Indian grandmaster (rated 2628, ranked 98th globally) who regularly participates in open tournaments, having won multiple challengers sections and titled events in 2025. While he has traveled internationally for chess competitions (including to Saint Louis for the 2023 Champions Showdown), there is no specific information about his 2026 tournament schedule or previous participation in Central American events. Given his active tournament participation and willingness to travel internationally, attendance at a Honduras open tournament would be possible but cannot be determined from the available information."
"A",43,"Donchenko, Alexander",2665,"GER","🎯 Has Chess960 experience; ✅ Regularly plays opens; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the search results, Alexander Donchenko is highly active in 2025, regularly participates in open tournaments (recently winning the 2025 Czech Open), and travels internationally for chess events across Europe. However, there is no evidence from the search results that he has played in the Americas, and his documented tournament pattern shows primarily European events. While he appears to be an active player who competes in open tournaments, his travel history suggests he focuses on European competitions, making attendance at a Honduras tournament less likely but not impossible given his active tournament schedule."
"A",43,"Deac, Bogdan-Daniel",2652,"ROU","🎯 Has Chess960 experience; ✅ Regularly plays opens; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the research, Bogdan-Daniel Deac is an active Romanian grandmaster who regularly participates in open tournaments including the European Chess Club Cup, FIDE World Cup, and Romania Chess Classic, indicating he does play in open events. However, his documented tournament activity appears focused on European events and major international competitions, with no evidence of participation in Central American tournaments. While he remains active as of 2026, there is no information suggesting he has previously traveled to unusual or remote chess locations like Honduras, making attendance at a Honduran open tournament unlikely without additional incentives or circumstances."
"A",42,"Praggnanandhaa R",2758,"IND","₿ Has Bitcoin/crypto connection; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Elite (2750+) - somewhat selective","Based on the research, Praggnanandhaa R is an active grandmaster who regularly participates in major international tournaments and has qualified for the FIDE Candidates 2026, which typically occurs around March-April. Given his focus on high-level events like Tata Steel and SuperBet Classic rather than open tournaments, and the likely scheduling conflict with Candidates preparation or the event itself, his attendance at an open tournament in Honduras during Feb/March 2026 would be highly unlikely. His tournament pattern suggests he prioritizes elite invitational events over open competitions."
"A",42,"Nguyen, Thai Dai Van",2656,"CZE","₿ Has Bitcoin/crypto connection; ✅ Regularly plays opens; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the search results, Thai Dai Van Nguyen appears to be an active competitive player who participates in high-level tournaments like Tata Steel Masters and Prague Masters, suggesting he primarily plays elite invitational events rather than open tournaments. While he has demonstrated international travel for competitions and remains active as of 2026, there is no evidence of him participating in open tournaments or traveling to Central America, making attendance at an open tournament in Honduras unlikely unless there were specific compelling factors not evident in his typical tournament pattern."
"A",41,"Van Foreest, Jorden",2703,"NED","🎯 Has Chess960 experience; ✅ Regularly plays opens; 📺 Content creator - event is good content; Strong GM (2700-2749) - good fit for prize pool","Based on the research, Jorden van Foreest is an active grandmaster (rated 2703) who regularly participates in major tournaments, but the search results show he typically competes in elite invitational events like the Tata Steel Masters and Grand Chess Tour rather than open tournaments. His documented travel appears to be within Europe (Oslo, London), and there is no indication in the search results of him playing in Central America or attending open format tournaments. Given his high ranking as the No. 2 Dutch player and focus on prestigious invitational events, attendance at an open tournament in Honduras would be unlikely based on his established tournament patterns."
"A",40,"Gukesh D",2754,"IND","🎯 Has Chess960 experience; ₿ Has Bitcoin/crypto connection; 📺 Content creator - event is good content; 📺 Large following; Elite (2750+) - somewhat selective","Based on the research, Gukesh D remains active in competitive chess as of January 2026, but his future tournament schedule is uncertain following challenges in 2025 and his coach's plans for career revival. The search results do not provide information about whether he regularly participates in open tournaments or his typical travel patterns to determine his likelihood of attending regional events. Given his status as the youngest world champion and high FIDE rating (2754), attendance at a Honduras open tournament would be unusual without additional context about appearance fees or special circumstances."
"A",40,"Wei, Yi",2754,"CHN","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Elite (2750+) - somewhat selective","Based on the research, Wei Yi is an active top-level grandmaster (rated 2754, ranked 8th globally) who regularly competes in prestigious invitational tournaments like Tata Steel Masters and Norway Chess, rather than open tournaments. While he travels internationally for high-profile events, there is no indication he participates in open tournaments, and his status as an elite player suggests he would likely only attend invite-only events rather than an open tournament in Honduras."
"A",38,"Alekseenko, Kirill",2639,"AUT","🎯 Has Chess960 experience; ✅ Regularly plays opens; 📺 Content creator - event is good content","Based on the search results, Kirill Alekseenko is an active grandmaster (rated 2639, world #83) who regularly participates in major tournaments including FIDE World Championships and has commitments to the German Bundesliga 2025/26. However, the search results do not indicate whether he typically plays open tournaments, as his documented activity focuses on high-level elite events like World Cups and national team competitions. Without evidence of him participating in open tournaments or traveling to Central America, his attendance at an open tournament in Honduras would be unlikely given his apparent focus on elite-level competitive chess."
"A",38,"Ivic, Velimir",2638,"SRB","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern","Based on the research, Velimir Ivic appears to be an active grandmaster who regularly participates in international tournaments, including open events like the Tata Steel Challengers (January 2026) and London Chess Classic, demonstrating a willingness to travel globally for competition. However, there is no evidence in his tournament history of playing in Central or South American events, and his schedule shows a commitment to the Tata Steel tournament in January 2026, which could potentially influence his availability for subsequent events. While his activity level suggests he could theoretically attend an open tournament in Honduras, the lack of any documented play in the Americas region and his existing European tournament commitments make his attendance uncertain without additional factors encouraging participation."
"A",38,"Ponomariov, Ruslan",2633,"UKR","🎯 Has Chess960 experience; ✅ Regularly plays opens; 📺 Content creator - event is good content","Based on the research, Ruslan Ponomariov remains an active professional player in 2026 who participates in high-level tournaments like the Tata Steel Masters 2026, indicating he is still competing regularly. However, as a former FIDE World Champion and established grandmaster, he appears to focus on prestigious invitational events and major tournaments rather than open tournaments. There is no information about his travel patterns to Central America or participation in smaller open events, making attendance at an open tournament in Honduras unlikely given his apparent preference for elite-level competitions."
"A",38,"Suleymanli, Aydin",2628,"AZE","🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern","Based on the research, Aydin Suleymanli regularly participates in major open tournaments like the Aeroflot Open and Sharjah Masters, and has demonstrated global travel patterns for international chess events. However, he is already committed to the Tata Steel Chess Challengers in 2026, which typically occurs in January-February and could create a scheduling conflict with a February/March tournament in Honduras. While he appears to be an active player who competes internationally, there is no evidence of previous participation in Central American tournaments, making attendance uncertain."
"A",35,"Inarkiev, Ernesto",2653,"RUS","✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the research, Ernesto Inarkiev is an active Russian grandmaster who regularly competes in international tournaments, including recent wins at the 2024 Region Group Cup and 2025 Russia Team Blitz, indicating a high activity level in open events. His travel history shows participation in geographically diverse locations like Sharjah and various European venues, demonstrating willingness to travel internationally for tournaments. However, there is no specific information about his 2026 schedule or previous participation in Central American tournaments, making his likelihood of attending a Honduras open tournament uncertain but not impossible given his active international competition pattern."
"A",28,"Keymer, Vincent",2776,"GER","🎯 Has Chess960 experience; 🌍 Global travel pattern; 📺 Content creator - event is good content; Elite (2750+) - somewhat selective","Based on the search results, Vincent Keymer is an active top-level grandmaster (rated 2776) who primarily competes in elite invitational events like Grand Masters tournaments rather than open tournaments. While he has demonstrated global travel patterns (recently playing in Chennai, India and Weissenhaus), his focus appears to be on high-profile invitational events, making attendance at an open tournament in Honduras unlikely unless it offered significant prize money or rating opportunities."
"A",28,"L'Ami, Erwin",2634,"NED","✅ Regularly plays opens; 📺 Content creator - event is good content","Based on the research, Erwin L'Ami is highly active in 2025-2026, regularly participating in open tournaments including the Tata Steel Chess Challengers 2026 where he placed in the top 27 globally. However, his tournament activity appears focused on European events (German Bundesliga, Dutch tournaments), with no evidence of travel to the Americas or Central America in the search results. Given his commitment to the Tata Steel tournament in 2026 and apparent preference for European competitions, attendance at a Honduras open tournament would be unlikely unless there were compelling circumstances not evident in the available information."
"A",27,"Sargsyan, Shant",2659,"ARM","✅ Regularly plays opens; 🌍 Global travel pattern; Solid GM (2650-2699) - likely interested","Based on the research, Shant Sargsyan is an active grandmaster who regularly participates in international tournaments, including open events like the Al-Beruniy Masters and major FIDE competitions in 2025. As a young, globally active player (born 2002, GM since 2019, currently ranked #55 worldwide), he appears to travel internationally for chess tournaments. However, there is no specific information about his 2026 schedule or previous tournament activity in Central America, making it difficult to assess the likelihood of attendance at a Honduras open tournament without knowing the event's prize fund, field strength, or conflicting commitments."
"B",25,"Maroroa Jones, Gawain C B",2645,"ENG","✅ Regularly plays opens; 🌍 Global travel pattern","Based on the search results, Gawain Maroroa Jones is an active grandmaster who regularly participates in open tournaments, including international events like the London Chess Classic and Dubai Open, suggesting he travels globally for chess competitions. However, with upcoming commitments in March 2025 (British Rapidplay Championships and FIDE World Rapid Teams Championships) and his high world ranking (#74), he would more likely prioritize major European tournaments or invitational events over smaller open tournaments. While possible, attendance at an open tournament in Honduras would be less probable given his typical tournament pattern favoring established, higher-profile events."
"B",18,"Bacrot, Etienne",2631,"FRA","⚠️ Has Feb/March 2026 conflict; 🎯 Has Chess960 experience; ✅ Regularly plays opens; 📺 Content creator - event is good content","Based on the research, Etienne Bacrot is an active grandmaster who regularly participates in international tournaments, but he is already scheduled to compete in the Djerba International Chess Festival in February 2026, which would likely conflict with a Honduras tournament during the same timeframe. While he appears to maintain an active tournament schedule including major FIDE events, there is no information about his history of playing in Central American open tournaments or his typical travel patterns to assess his likelihood of attending such an event."
"D",-31,"Wang, Hao",2687,"CHN","❌ RETIRED; 🎯 Has Chess960 experience; ₿ Has Bitcoin/crypto connection; ✅ Regularly plays opens; 🌍 Global travel pattern","Based on the research, Wang Hao has resumed active competitive play after returning from retirement in 2022, regularly participating in major international tournaments across multiple continents including the Americas (U.S. National Championships) and Middle East (Abu Dhabi Chess Festival). While he typically competes in elite invitational events rather than open tournaments, his global travel pattern and recent activity level suggest attendance at an open tournament in Honduras would be possible but less likely given his preference for higher-profile competitions. His participation would likely depend on the tournament's prestige level and prize fund rather than any scheduling or travel constraints."
"D",-34,"Robson, Ray",2650,"USA","❌ RETIRED; 🎯 Has Chess960 experience; ₿ Has Bitcoin/crypto connection; ₿ Won crypto prizes before; 🌍 Global travel pattern","Based on the search results, Ray Robson's attendance at an open tournament in Honduras in Feb/March 2026 appears unlikely. The research indicates he retired in 2020, and while there is mention of 2025 tournament activity, his recent participation appears limited to high-profile invitational events like the US Chess Championship and Freestyle Chess Grand Slam Tour rather than open tournaments. Additionally, no information was found suggesting he typically plays in open tournaments or has traveled to Central America, making Honduras an unusual destination for his established tournament pattern."
"D",-42,"Oparin, Grigoriy",2658,"USA","❌ RETIRED; 🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 🌎 Has played in Americas","Based on the search results, Grigoriy Oparin appears to be retired from competitive chess as of 2025, which significantly reduces the likelihood of him attending any tournaments in 2026. While he has previously participated in major international events like the FIDE World Cup and US Championship, and has traveled globally including a move to the United States in 2022, his retired status and commitment to the 2026 FIDE Freestyle Chess World Championship Play-In suggest he would be unlikely to participate in an open tournament in Honduras during Feb/March 2026."
"D",-42,"Gledura, Benjamin",2654,"HUN","❌ RETIRED; 🎯 Has Chess960 experience; ₿ Has Bitcoin/crypto connection; ✅ Regularly plays opens; 📺 Content creator - event is good content","Based on the search results, Benjamin Gledura is described as a retired Hungarian chess grandmaster, which would significantly reduce the likelihood of him traveling to compete in tournaments. However, there appears to be conflicting information as he reportedly participated in multiple tournaments in 2024-2025 including the Hungarian Super League and German Bundesliga, suggesting he may still be active despite the retirement claim. Given that no travel to the Americas was documented in his tournament history and Honduras would represent an unusual destination for a European-based player, attendance at such an event would be unlikely unless there were specific compelling circumstances."
"D",-47,"Svidler, Peter",2682,"FID","❌ RETIRED; 🎯 Has Chess960 experience; 🎯 Extensive Chess960 history; ₿ Has Bitcoin/crypto connection; ₿ Won crypto prizes before","Based on the search results, Peter Svidler retired from competitive play in 2020 and now focuses on streaming chess on platforms like Twitch and YouTube rather than tournament competition. While he has shown recent activity in specific events like the Jerusalem Masters series and other named tournaments, there is no evidence he participates in open tournaments, and his current engagement appears limited to select invitational events rather than general open competition. Given his retired status from competitive play and apparent focus on streaming/commentary work, attendance at an open tournament in Honduras would be highly unlikely."
"D",-48,"Fedoseev, Vladimir",2705,"SLO","❌ RETIRED; 🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 🌎 Has played in Americas","Based on the search results, Vladimir Fedoseev is reportedly retired as of 2026, which would make his attendance at any tournament highly unlikely. While he previously competed at a high international level including events in the Americas (winning the 2024 U.S. National Championships), his typical tournament pattern focused on elite invitation-only events like the Grand Chess Tour rather than open tournaments. Given his retired status and historical preference for top-tier closed tournaments, participation in an open tournament in Honduras would be extremely improbable."
"X",-50,"Adams, Michael",2635,"ENG","❌ RETIRED; 🎯 Has Chess960 experience; ₿ Has Bitcoin/crypto connection; ✅ Occasionally plays opens; 📺 Content creator - event is good content","Based on the research, Michael Adams is a retired English chess grandmaster who remains selectively active in senior championships and international open tournaments, having won the 2025 ECF English Championship and committed to events like the European Senior Team Championship in Poland. While he does participate in open tournaments such as the 3rd Cambridge International Open, his travel patterns appear focused on European events, and there is no indication in his known schedule or typical tournament selection that suggests he would travel to Central America for an open tournament. Given his selective post-retirement activity and apparent preference for regional events, attendance at a Honduras open tournament would be unlikely unless there were exceptional circumstances or incentives not evident in the available information."
"X",-52,"Murzin, Volodar",2652,"FID","❌ RETIRED; 🎯 Has Chess960 experience; ✅ Regularly plays opens; 🌍 Global travel pattern; 📺 Content creator - event is good content","Based on the search results, Volodar Murzin is described as retired and ""no longer competing"" as of 2025, which would make his attendance at any tournament in 2026 unlikely. However, there appears to be conflicting information since he was reportedly scheduled for championships in December 2025 and had recent activity in open tournaments like the IV Menorca Open and Djerba Masters. If he were still active, his pattern of participating in international open tournaments and willingness to travel to diverse locations would suggest he could potentially attend such an event, though no specific 2026 commitments were found in the research."
"X",-57,"Radjabov, Teimour",2692,"AZE","❌ RETIRED; 🎯 Has Chess960 experience; ₿ Has Bitcoin/crypto connection; 📺 Content creator - event is good content; Solid GM (2650-2699) - likely interested","Based on the search results, Teimour Radjabov's attendance at an open tournament in Honduras in Feb/March 2026 appears highly unlikely. The information indicates he retired from chess in 2005 due to health issues, despite some conflicting data showing recent tournament participation through 2024-2025. Even if he were active, the search results provide no evidence of him playing in open tournaments or traveling to Central America, as his documented participation appears limited to top-tier invitational events like the Candidates Tournament."
"X",-59,"Anand, Viswanathan",2743,"IND","❌ RETIRED; ⚠️ Has Feb/March 2026 conflict; 🎯 Has Chess960 experience; ₿ Has Bitcoin/crypto connection; ✅ Occasionally plays opens","Based on the search results, Viswanathan Anand is unlikely to attend an open chess tournament in Honduras in Feb/March 2026. He retired from competitive play in 2025 and typically participates in high-level invitational events like Grand Tour tournaments and Masters events rather than open tournaments. Additionally, he already has a scheduling conflict with the Tata Steel India Blitz and Rapid tournament in early 2026."
